               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 122,            0.014541,           0.0087519,           0.0013839,             0.98822,             0.97427,             0.98636,             0.89155,            0.013945,           0.0035544,           0.0011401,           0.0040424,           0.0040424,           0.0040424
                 123,            0.013961,           0.0085265,            0.001189,             0.98797,             0.97254,             0.98866,             0.90506,            0.012461,           0.0035041,           0.0010056,           0.0039757,           0.0039757,           0.0039757
                 124,            0.014297,           0.0090091,           0.0015135,             0.98711,             0.98356,             0.98824,             0.89816,            0.012753,           0.0034764,          0.00081213,           0.0039094,           0.0039094,           0.0039094
                 125,            0.013702,           0.0085898,           0.0011403,             0.99125,             0.98184,             0.98628,             0.89569,            0.013541,           0.0034246,          0.00079075,           0.0038434,           0.0038434,           0.0038434
                 126,            0.013331,           0.0085536,           0.0013293,              0.9811,             0.98298,             0.98637,             0.89554,             0.01365,           0.0034665,           0.0008117,           0.0037779,           0.0037779,           0.0037779
                 127,            0.013514,           0.0092326,           0.0010814,             0.98447,             0.98075,             0.98551,             0.89525,            0.013445,           0.0034131,          0.00084575,           0.0037128,           0.0037128,           0.0037128
                 128,            0.012886,           0.0083942,          0.00088765,             0.99107,             0.97324,             0.98455,             0.89651,            0.013464,           0.0034105,          0.00086836,           0.0036482,           0.0036482,           0.0036482
                 129,            0.013224,           0.0087787,           0.0009868,             0.99605,             0.96901,             0.98719,             0.89912,            0.013361,           0.0033542,          0.00079446,            0.003584,            0.003584,            0.003584
                 130,            0.013067,           0.0083054,          0.00089182,             0.99244,              0.9755,             0.98588,             0.90631,            0.012962,           0.0034157,          0.00085433,           0.0035203,           0.0035203,           0.0035203
                 131,            0.013205,           0.0084247,          0.00097735,             0.98584,             0.97979,             0.98508,             0.90371,            0.013837,           0.0035033,          0.00086335,            0.003457,            0.003457,            0.003457
                 132,            0.013602,             0.00859,          0.00098509,              0.9932,             0.97377,             0.98491,             0.90455,            0.013208,           0.0034548,          0.00084321,           0.0033943,           0.0033943,           0.0033943
                 133,            0.013258,           0.0082517,           0.0010907,             0.98818,             0.98223,             0.98548,             0.90325,            0.013177,           0.0035228,          0.00085049,           0.0033321,           0.0033321,           0.0033321
