               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 103,            0.018828,             0.01139,           0.0018536,             0.99175,             0.97043,             0.98978,              0.8407,            0.013808,           0.0041343,          0.00051952,           0.0053587,           0.0053587,           0.0053587
                 104,            0.018888,            0.011329,           0.0013867,              0.9804,             0.98394,             0.99274,             0.84569,             0.01391,           0.0042052,          0.00041982,            0.005288,            0.005288,            0.005288
                 105,            0.017781,            0.011355,           0.0013544,             0.98761,             0.98411,             0.99299,             0.85079,            0.012919,           0.0040759,          0.00038794,           0.0052174,           0.0052174,           0.0052174
                 106,            0.018108,            0.010588,           0.0011986,             0.98238,             0.97714,             0.99035,             0.84451,            0.013063,           0.0041183,          0.00042467,           0.0051469,           0.0051469,           0.0051469
                 107,            0.017887,            0.011084,           0.0013684,             0.98539,             0.97838,             0.99079,              0.8504,             0.01325,            0.004088,          0.00039046,           0.0050765,           0.0050765,           0.0050765
                 108,            0.017111,            0.010102,          0.00092103,             0.99386,             0.97258,             0.98942,              0.8437,             0.01321,           0.0039989,          0.00042252,           0.0050062,           0.0050062,           0.0050062
                 109,            0.018304,            0.010794,           0.0014092,             0.99232,             0.96755,             0.99059,             0.85637,            0.013191,           0.0039809,          0.00034382,            0.004936,            0.004936,            0.004936
                 110,            0.017702,            0.011073,           0.0017341,             0.98385,             0.98204,              0.9894,             0.84794,            0.013396,           0.0038792,          0.00044663,           0.0048659,           0.0048659,           0.0048659
                 111,            0.017844,            0.010495,           0.0016963,             0.98246,             0.97882,             0.98767,             0.84882,            0.013266,           0.0040652,          0.00046864,            0.004796,            0.004796,            0.004796
                 112,            0.017407,            0.010719,           0.0013789,             0.98093,             0.97604,             0.98698,             0.85626,            0.012955,           0.0039504,          0.00045306,           0.0047263,           0.0047263,           0.0047263
                 113,            0.016874,            0.010857,           0.0017023,             0.98472,             0.97323,             0.98997,              0.8625,            0.012637,           0.0040373,          0.00038293,           0.0046568,           0.0046568,           0.0046568
                 114,            0.017336,              0.0105,           0.0012171,             0.98102,             0.97323,             0.99017,             0.85346,            0.012844,           0.0042037,          0.00038513,           0.0045875,           0.0045875,           0.0045875
                 115,            0.016626,            0.011005,           0.0012206,             0.98715,             0.97721,             0.99177,             0.85704,            0.012311,           0.0040529,          0.00038783,           0.0045184,           0.0045184,           0.0045184
                 116,            0.017192,            0.010795,           0.0019597,             0.98934,              0.9644,             0.99049,             0.85886,            0.012522,           0.0039855,          0.00039502,           0.0044495,           0.0044495,           0.0044495
                 117,            0.017072,            0.010799,           0.0014819,              0.9849,             0.97868,             0.99311,             0.85557,            0.012327,           0.0039194,           0.0002914,           0.0043809,           0.0043809,           0.0043809
                 118,            0.017309,            0.010445,           0.0012489,             0.99074,             0.97038,             0.98976,             0.86372,             0.01241,           0.0039584,          0.00030489,           0.0043126,           0.0043126,           0.0043126
                 119,            0.016762,             0.01058,           0.0014093,             0.99289,             0.98183,             0.99133,             0.87139,            0.012182,           0.0037874,          0.00035319,           0.0042445,           0.0042445,           0.0042445
                 120,             0.01739,            0.010913,           0.0013034,             0.99022,             0.98008,             0.98961,             0.86494,            0.012012,           0.0037445,          0.00033181,           0.0041768,           0.0041768,           0.0041768
                 121,            0.016904,            0.010266,           0.0011667,             0.99327,             0.96732,             0.98985,             0.86796,             0.01218,           0.0037211,          0.00036719,           0.0041094,           0.0041094,           0.0041094
                 122,            0.016115,           0.0098742,           0.0011586,             0.99349,             0.97537,             0.99308,             0.87293,            0.011726,           0.0038064,          0.00026435,           0.0040424,           0.0040424,           0.0040424
                 123,            0.016291,            0.010276,           0.0011704,             0.98407,             0.98688,             0.99262,             0.87296,            0.011739,           0.0038257,          0.00029313,           0.0039757,           0.0039757,           0.0039757
                 124,            0.015798,            0.010584,           0.0012171,             0.99391,             0.97696,             0.99413,             0.87114,            0.011646,           0.0037705,          0.00029686,           0.0039094,           0.0039094,           0.0039094
                 125,            0.015918,            0.010045,           0.0012774,             0.99152,             0.97405,             0.99217,             0.87603,            0.011502,           0.0037443,          0.00027554,           0.0038434,           0.0038434,           0.0038434
